197290,MDC_EVT_PUMP_DELIV_STOP,MDC_DIM_DIMLESS,{unitless},1
197296,MDC_EVT_PUMP_PROG_CLEARED,MDC_DIM_DIMLESS,{unitless},1
152876,MDC_FLOW_AIR_FG,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_L_PER_MIN,L/min
16930092,MDC_FLOW_AIR_FG_SETTING,MDC_DIM_L_PER_MIN,L/min
151764,MDC_FLOW_AWAY,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_L_PER_SEC,L/s
151768,MDC_FLOW_AWAY_EXP,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_L_PER_SEC,L/s
152584,MDC_FLOW_AWAY_EXP_FORCED_PEAK,MDC_DIM_L_PER_SEC,L/s
152585,MDC_FLOW_AWAY_EXP_FORCED_PEAK_PB,MDC_DIM_L_PER_SEC,L/s
151769,MDC_FLOW_AWAY_EXP_MAX,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_L_PER_SEC,L/s
151772,MDC_FLOW_AWAY_INSP,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_L_PER_SEC,L/s
151773,MDC_FLOW_AWAY_INSP_MAX,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_L_PER_SEC,L/s
150652,MDC_FLOW_BLD_PULM_CAP,MDC_DIM_L_PER_SEC,L/s
151776,MDC_FLOW_CO2_PROD_RESP,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_L_PER_SEC,L/s
152828,MDC_FLOW_CO2_PROD_RESP_PER_BSA,MDC_DIM_MILLI_L_PER_MIN_PER_M_SQ,mL/min/m2
152824,MDC_FLOW_CO2_PROD_RESP_PER_IBW,MDC_DIM_MILLI_L_PER_MIN_PER_KG,mL/min/kg
157804,MDC_FLOW_DRUG_DELIV,MDC_DIM_MILLI_L_PER_HR,mL/h
157784,MDC_FLOW_FLUID_PUMP,MDC_DIM_MILLI_L_PER_HR,mL/h
158014,MDC_FLOW_FLUID_PUMP_CURRENT,MDC_DIM_MILLI_L_PER_HR,mL/h
153092,MDC_FLOW_N2O_FG,MDC_DIM_L_PER_MIN,L/min
16930308,MDC_FLOW_N2O_FG_SETTING,MDC_DIM_L_PER_MIN,L/min
152420,MDC_FLOW_O2_CONSUMP,MDC_DIM_MILLI_L_PER_MIN,mL/min
152820,MDC_FLOW_O2_CONSUMP_PER_BSA,MDC_DIM_MILLI_L_PER_MIN_PER_M_SQ,mL/min/m2
152816,MDC_FLOW_O2_CONSUMP_PER_IBW,MDC_DIM_MILLI_L_PER_MIN_PER_KG,mL/min/kg
153156,MDC_FLOW_O2_FG,MDC_DIM_L_PER_MIN,L/min
16930372,MDC_FLOW_O2_FG_SETTING,MDC_DIM_L_PER_MIN,L/min
150565,MDC_GRAD_PRESS_BLD_AORT_POS_MAX,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
151780,MDC_IMPED_TTHOR,MDC_DIM_MILLI_OHM,mOhm,MDC_DIM_OHM,Ohm
160272,MDC_ISI_COAG,MDC_DIM_DIMLESS,{unitless},1
188740,MDC_LEN_BODY_ACTUAL,MDC_DIM_INCH,[in_i],MDC_DIM_CENTI_M,cm
188736,MDC_MASS_BODY_ACTUAL,MDC_DIM_LB,[lb_av],MDC_DIM_KILO_G,kg,MDC_DIM_G,g,MDC_DIM_OZ,[oz_av]
188800,MDC_MASS_BODY_EST_ABW,MDC_DIM_KILO_G,kg,MDC_DIM_G,g,MDC_DIM_LB,[lb_av],MDC_DIM_OZ,[oz_av]
188796,MDC_MASS_BODY_EST_IBW,MDC_DIM_KILO_G,kg,MDC_DIM_G,g,MDC_DIM_LB,[lb_av],MDC_DIM_OZ,[oz_av]
188756,MDC_MASS_BODY_FAT_FREE,MDC_DIM_KILO_G,kg,MDC_DIM_LB,[lb_av]
188760,MDC_MASS_BODY_SOFT_LEAN,MDC_DIM_KILO_G,kg,MDC_DIM_LB,[lb_av]
157820,MDC_MASS_DRUG_DELIV,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
158004,MDC_MASS_DRUG_REMAIN_CONTAINER,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
8417916,MDC_MED_CURRENT_COAG,MDC_DIM_MILLI_G,mg
8417920,MDC_MED_NEW_COAG,MDC_DIM_MILLI_G,mg
184300,MDC_MICROENV_HEATER_APPLIED_PWR,MDC_DIM_PERCENT,%,MDC_DIM_WATT,W
184304,MDC_MICROENV_HEATER_HEAT_SINK_RESIST,MDC_DIM_OHM,Ohm
184308,MDC_MICROENV_HEATER_HEAT_SINK_TEMP,MDC_DIM_DEGC,Cel,MDC_DIM_FAHR,[degF]
153360,MDC_NEB_CYCLES_REMAIN,MDC_DIM_DIMLESS,{unitless},1
16930568,MDC_NEB_CYCLES_SETTING,MDC_DIM_DIMLESS,{unitless},1
153372,MDC_NEB_TIME_PD_ELAPSED_CURR_CYCLE,MDC_DIM_MIN,min
153376,MDC_NEB_TIME_PD_ELAPSED_TOTAL,MDC_DIM_MIN,min
16930572,MDC_NEB_TIME_PD_PAUSE_SETTING,MDC_DIM_MIN,min
16930560,MDC_NEB_TIME_PD_PER_CYCLE_SETTING,MDC_DIM_MIN,min
153364,MDC_NEB_TIME_PD_REMAIN_CURR_CYCLE,MDC_DIM_MIN,min
153368,MDC_NEB_TIME_PD_REMAIN_TOTAL,MDC_DIM_MIN,min
153388,MDC_NEB_VOL_FLUID_DELIV_CURR_CYCLE,MDC_DIM_MILLI_L,mL
153392,MDC_NEB_VOL_FLUID_DELIV_TOTAL,MDC_DIM_MILLI_L,mL
16930564,MDC_NEB_VOL_FLUID_PER_CYCLE_SETTING,MDC_DIM_MILLI_L,mL
153380,MDC_NEB_VOL_FLUID_REMAIN_CURR_CYCLE,MDC_DIM_MILLI_L,mL
153384,MDC_NEB_VOL_FLUID_REMAIN_TOTAL,MDC_DIM_MILLI_L,mL
158011,MDC_NUM_DOSE_PROG,MDC_DIM_DIMLESS,{unitless},1
157991,MDC_NUM_PATIENT_DOSES_ATTEMPTED_TOTAL,MDC_DIM_DIMLESS,{unitless},1
157990,MDC_NUM_PATIENT_DOSES_GIVEN_TOTAL,MDC_DIM_DIMLESS,{unitless},1
152856,MDC_O2_EXTRACTION_RATIO,MDC_DIM_PERCENT,%
150656,MDC_O2_OXYGENATION_RATIO,MDC_DIM_PERCENT,%
151760,MDC_O2_TCUT,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150276,MDC_OUTPUT_CARD,MDC_DIM_L_PER_MIN,L/min
150660,MDC_OUTPUT_CARDIAC_FICK,MDC_DIM_L_PER_MIN,L/min
150492,MDC_OUTPUT_CARD_CTS,MDC_DIM_L_PER_MIN,L/min
149772,MDC_OUTPUT_CARD_INDEX,MDC_DIM_L_PER_MIN_PER_M_SQ,L/min/m2
150496,MDC_OUTPUT_CARD_NONCTS,MDC_DIM_L_PER_MIN,L/min
149562,MDC_PALPATION_HEART_RATE,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min
188488,MDC_POWER_TCUT,MDC_DIM_MILLI_WATT,mW
152836,MDC_PRESS_AIR_AMBIENT,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152892,MDC_PRESS_AIR_CYL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_PSI,[psi],MDC_DIM_MILLI_BAR,mbar
152888,MDC_PRESS_AIR_SUPPLY,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_PSI,[psi],MDC_DIM_MILLI_BAR,mbar
151792,MDC_PRESS_AWAY,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151796,MDC_PRESS_AWAY_CTS_POS,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151804,MDC_PRESS_AWAY_END_EXP_POS,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151804,MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152792,MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC_DYNAMIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151808,MDC_PRESS_AWAY_END_EXP_POS_INTRINSIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152796,MDC_PRESS_AWAY_END_EXP_POS_INTRINSIC_DYNAMIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
16929020,MDC_PRESS_AWAY_END_EXP_POS_SETTING,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152788,MDC_PRESS_AWAY_END_EXP_POS_TOTAL,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152800,MDC_PRESS_AWAY_END_EXP_POS_TOTAL_DYNAMIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151812,MDC_PRESS_AWAY_EXP,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151813,MDC_PRESS_AWAY_EXP_MAX,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151814,MDC_PRESS_AWAY_EXP_MIN,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151816,MDC_PRESS_AWAY_INSP,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152712,MDC_PRESS_AWAY_INSP_END,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151817,MDC_PRESS_AWAY_INSP_MAX,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151819,MDC_PRESS_AWAY_INSP_MEAN,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151818,MDC_PRESS_AWAY_INSP_MIN,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151817,MDC_PRESS_AWAY_INSP_PEAK,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151793,MDC_PRESS_AWAY_MAX,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151795,MDC_PRESS_AWAY_MEAN,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151794,MDC_PRESS_AWAY_MIN,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151801,MDC_PRESS_AWAY_NEG_MAX,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152832,MDC_PRESS_BAROMETRIC,MDC_DIM_MMHG,mm[Hg]
150016,MDC_PRESS_BLD,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150028,MDC_PRESS_BLD_AORT,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150030,MDC_PRESS_BLD_AORT_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150031,MDC_PRESS_BLD_AORT_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150029,MDC_PRESS_BLD_AORT_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150032,MDC_PRESS_BLD_ART,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150036,MDC_PRESS_BLD_ART_ABP,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150038,MDC_PRESS_BLD_ART_ABP_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150039,MDC_PRESS_BLD_ART_ABP_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150037,MDC_PRESS_BLD_ART_ABP_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150680,MDC_PRESS_BLD_ART_BRACHIAL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150034,MDC_PRESS_BLD_ART_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150648,MDC_PRESS_BLD_ART_FEMORAL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150650,MDC_PRESS_BLD_ART_FEMORAL_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150651,MDC_PRESS_BLD_ART_FEMORAL_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150649,MDC_PRESS_BLD_ART_FEMORAL_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150035,MDC_PRESS_BLD_ART_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150044,MDC_PRESS_BLD_ART_PULM,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150046,MDC_PRESS_BLD_ART_PULM_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150047,MDC_PRESS_BLD_ART_PULM_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150052,MDC_PRESS_BLD_ART_PULM_OCCL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150045,MDC_PRESS_BLD_ART_PULM_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150052,MDC_PRESS_BLD_ART_PULM_WEDGE,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150033,MDC_PRESS_BLD_ART_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150056,MDC_PRESS_BLD_ART_UMB,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150058,MDC_PRESS_BLD_ART_UMB_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150059,MDC_PRESS_BLD_ART_UMB_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150057,MDC_PRESS_BLD_ART_UMB_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150064,MDC_PRESS_BLD_ATR_LEFT,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150066,MDC_PRESS_BLD_ATR_LEFT_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150067,MDC_PRESS_BLD_ATR_LEFT_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150065,MDC_PRESS_BLD_ATR_LEFT_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150068,MDC_PRESS_BLD_ATR_RIGHT,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150070,MDC_PRESS_BLD_ATR_RIGHT_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150071,MDC_PRESS_BLD_ATR_RIGHT_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150069,MDC_PRESS_BLD_ATR_RIGHT_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150018,MDC_PRESS_BLD_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150019,MDC_PRESS_BLD_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150020,MDC_PRESS_BLD_NONINV,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150022,MDC_PRESS_BLD_NONINV_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150026,MDC_PRESS_BLD_NONINV_DIA_CTS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150023,MDC_PRESS_BLD_NONINV_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150027,MDC_PRESS_BLD_NONINV_MEAN_CTS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150021,MDC_PRESS_BLD_NONINV_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150025,MDC_PRESS_BLD_NONINV_SYS_CTS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150076,MDC_PRESS_BLD_PULM_CAP,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150078,MDC_PRESS_BLD_PULM_CAP_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150079,MDC_PRESS_BLD_PULM_CAP_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150077,MDC_PRESS_BLD_PULM_CAP_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150017,MDC_PRESS_BLD_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150102,MDC_PRESS_BLD_VENT_LEFT_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150103,MDC_PRESS_BLD_VENT_LEFT_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150101,MDC_PRESS_BLD_VENT_LEFT_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150106,MDC_PRESS_BLD_VENT_RIGHT_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150107,MDC_PRESS_BLD_VENT_RIGHT_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150105,MDC_PRESS_BLD_VENT_RIGHT_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150084,MDC_PRESS_BLD_VEN_CENT,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150086,MDC_PRESS_BLD_VEN_CENT_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150087,MDC_PRESS_BLD_VEN_CENT_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
