29037,MDC_NEWTERM,Provisional
65537,MDC_MOC_VMO,Published
65538,MDC_MOC_VMO_VMD,Published
65539,MDC_MOC_VMO_CHAN,Published
65540,MDC_MOC_VMO_METRIC,Published
65541,MDC_MOC_VMO_METRIC_ENUM,Published
65542,MDC_MOC_VMO_METRIC_NU,Published
65543,MDC_MOC_VMO_METRIC_SA,Published
65544,MDC_MOC_VMO_METRIC_SA_D,Published
65545,MDC_MOC_VMO_METRIC_SA_RT,Published
65546,MDC_MOC_VMO_METRIC_SA_T,Published
65552,MDC_MOC_SCAN,Published
65553,MDC_MOC_SCAN_CFG,Published
65554,MDC_MOC_SCAN_CFG_EPI,Published
65555,MDC_MOC_SCAN_CFG_PERI,Published
65556,MDC_MOC_SCAN_CFG_PERI_FAST,Published
65557,MDC_MOC_SCAN_UCFG,Published
65558,MDC_MOC_SCAN_UCFG_ALSTAT,Published
65559,MDC_MOC_SCAN_UCFG_CTXT,Published
65560,MDC_MOC_SCAN_UCFG_OP,Published
65564,MDC_MOC_CC,Published
65568,MDC_MOC_VMS,Published
65569,MDC_MOC_VMS_MDS,Published
65570,MDC_MOC_VMS_MDS_COMPOS_MULTI_BED,Published
65571,MDC_MOC_VMS_MDS_COMPOS_SINGLE_BED,Published
65572,MDC_MOC_VMS_MDS_HYD,Published
65573,MDC_MOC_VMS_MDS_SIMP,Published
65574,MDC_MOC_LOG,Published
65575,MDC_MOC_LOG_ERR,Published
65576,MDC_MOC_LOG_SERV,Published
65577,MDC_MOC_BATT,Published
65578,MDC_MOC_PT_DEMOG,Published
65579,MDC_MOC_CNTRL_SCO,Published
65580,MDC_MOC_CNTRL_OP,Published
65581,MDC_MOC_CNTRL_OP_SEL_IT,Published
65582,MDC_MOC_CNTRL_OP_SEL_IT_A,Published
65583,MDC_MOC_CNTRL_OP_SEL_VAL,Published
65584,MDC_MOC_CNTRL_OP_SEL_VAL_A,Published
65585,MDC_MOC_CNTRL_OP_TOG,Published
65586,MDC_MOC_CNTRL_OP_ACTIV,Published
65587,MDC_MOC_CNTRL_OP_LIM,Published
65588,MDC_MOC_VMO_AL,Published
65589,MDC_MOC_VMO_AL_STAT,Published
65590,MDC_MOC_VMO_AL_MON,Published
65597,MDC_MOC_VMO_PMSTORE,Published
65598,MDC_MOC_PM_SEGMENT,Published
65599,MDC_MOC_ARCHIVE_MULTI_PT,Published
65600,MDC_MOC_ARCHIVE_PT,Published
65601,MDC_MOC_ARCHIVE_SESSION,Published
65602,MDC_MOC_DISCRIM,Published
65603,MDC_MOC_PHYSICIAN,Published
65604,MDC_MOC_SESSION_NOTES,Published
65605,MDC_MOC_SESSION_TEST,Published
65606,MDC_MOC_TOP,Published
65608,MDC_MOC_LOG_EVENT,Published
65609,MDC_MOC_CNTRL_OP_SET_STRING,Published
65610,MDC_MOC_PRINTER,Published
65611,MDC_MOC_PT_DEMOG_MGR,Published
65612,MDC_MOC_DCC,Published
65613,MDC_MOC_BCC,Published
65614,MDC_MOC_CLOCK,Published
65615,MDC_MOC_VMO_METRIC_CMPLX,Published
65616,MDC_MOC_CNTRL_OP_SET_RANGE,Published
65617,MDC_MOC_VMO_SCHEDSTORE,Published
65618,MDC_MOC_SCHEDULE_SEG,Published
65619,MDC_MOC_NCC_WIRED,Published
